"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","GENERE","Orientamento sessuale","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC1","Piemonte","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2022","2022",3,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2013","2013",3,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2014","2014",5,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2016","2016",2,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2019","2019",1,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2020","2020",3,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2021","2021",3,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2022","2022",1,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2013","2013",2,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2014","2014",3,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2016","2016",1,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2017","2017",2,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2018","2018",1,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2020","2020",1,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2021","2021",1,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2013","2013",5,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2014","2014",8,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2016","2016",3,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2017","2017",2,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2018","2018",1,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2019","2019",1,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2020","2020",4,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2021","2021",4,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2022","2022",1,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2013","2013",8,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2014","2014",11,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2015","2015",2,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2016","2016",4,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2017","2017",8,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2018","2018",7,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2019","2019",11,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2020","2020",10,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2021","2021",12,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2022","2022",11,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2013","2013",17,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2014","2014",2,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2015","2015",2,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2016","2016",4,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2017","2017",1,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2018","2018",2,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2019","2019",2,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2020","2020",7,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2021","2021",5,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2022","2022",8,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2013","2013",25,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2014","2014",13,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2015","2015",4,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2016","2016",8,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2017","2017",9,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2018","2018",9,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2019","2019",13,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2020","2020",17,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2021","2021",17,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2022","2022",19,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2013","2013",8,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2014","2014",7,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2015","2015",1,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2016","2016",5,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2017","2017",9,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2018","2018",3,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2019","2019",2,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2020","2020",13,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2021","2021",8,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2022","2022",7,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2013","2013",20,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2014","2014",5,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2015","2015",3,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2016","2016",2,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2017","2017",4,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2018","2018",5,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2020","2020",15,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2021","2021",16,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2022","2022",9,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2013","2013",28,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2014","2014",12,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2015","2015",4,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2016","2016",7,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2017","2017",13,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2018","2018",8,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2019","2019",2,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2020","2020",28,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2021","2021",24,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2022","2022",16,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2020","2020",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2022","2022",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2020","2020",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2022","2022",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2020","2020",2,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2022","2022",2,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2013","2013",4,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2014","2014",3,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2015","2015",1,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2016","2016",1,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2017","2017",1,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2018","2018",1,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2019","2019",2,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2020","2020",5,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2021","2021",4,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2022","2022",2,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2013","2013",8,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2014","2014",3,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2015","2015",1,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2018","2018",1,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2020","2020",6,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2021","2021",7,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2022","2022",4,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2013","2013",12,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2014","2014",6,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2015","2015",2,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2016","2016",1,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2017","2017",1,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2018","2018",2,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2019","2019",2,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2020","2020",11,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2021","2021",11,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2022","2022",6,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2013","2013",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2017","2017",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2020","2020",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2021","2021",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2013","2013",3,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2014","2014",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2021","2021",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2013","2013",4,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2014","2014",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2017","2017",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2020","2020",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2021","2021",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2013","2013",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2014","2014",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2016","2016",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2017","2017",7,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2018","2018",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2020","2020",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2021","2021",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2022","2022",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2013","2013",9,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2014","2014",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2015","2015",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2016","2016",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2017","2017",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2018","2018",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2020","2020",8,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2021","2021",7,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2022","2022",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2013","2013",12,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2014","2014",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2015","2015",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2016","2016",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2017","2017",11,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2018","2018",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2020","2020",14,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2021","2021",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2022","2022",8,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2013","2013",11,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2014","2014",28,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2015","2015",4,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2016","2016",7,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2017","2017",11,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2018","2018",3,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2019","2019",12,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2020","2020",20,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2021","2021",18,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2022","2022",19,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2013","2013",20,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2014","2014",6,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2015","2015",3,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2016","2016",5,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2017","2017",4,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2018","2018",4,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2019","2019",9,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2020","2020",20,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2021","2021",14,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","OMOX","omosessuale","2022","2022",10,,
"ITE","Centro","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2013","2013",31,,
"ITE","Centro","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2014","2014",34,,
"ITE","Centro","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2015","2015",7,,
"ITE","Centro","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2016","2016",12,,
"ITE","Centro","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2017","2017",15,,
"ITE","Centro","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2018","2018",7,,
"ITE","Centro","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2019","2019",21,,
"ITE","Centro","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2020","2020",40,,
"ITE","Centro","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2021","2021",32,,
"ITE","Centro","USERS","utenti del 1522","T","totale","OMOX","omosessuale","2022","2022",29,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2013","2013",3,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2014","2014",3,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","OMOX","omosessuale","2015","2015",1,,
