"ITTER107","Territorio","TIPO_DATO_VIOLENZA","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","STEREOTIPI","Stereotipi sui ruoli di genere, comportamenti nella coppia","OPINIONI_A","Grado di accordo","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","STRAGR","molto d'accordo","2018","2018",0.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","STRAGR","molto d'accordo","2018","2018",1.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","STRAGR","molto d'accordo","2018","2018",3.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","STRAGR","molto d'accordo","2018","2018",1.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMAGR","abbastanza d'accordo","2018","2018",15.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMAGR","abbastanza d'accordo","2018","2018",29.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","SEWNRAP","le donne serie non vengono violentate","SOMAGR","abbastanza d'accordo","2018","2018",3.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMAGR","abbastanza d'accordo","2018","2018",1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMAGR","abbastanza d'accordo","2018","2018",6.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMAGR","abbastanza d'accordo","2018","2018",12.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","SOMAGR","abbastanza d'accordo","2018","2018",10.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMAGR","abbastanza d'accordo","2018","2018",15.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMAGR","abbastanza d'accordo","2018","2018",26,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","SEWNRAP","le donne serie non vengono violentate","SOMAGR","abbastanza d'accordo","2018","2018",2.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMAGR","abbastanza d'accordo","2018","2018",0.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMAGR","abbastanza d'accordo","2018","2018",4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMAGR","abbastanza d'accordo","2018","2018",10.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","SOMAGR","abbastanza d'accordo","2018","2018",6.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMAGR","abbastanza d'accordo","2018","2018",15.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMAGR","abbastanza d'accordo","2018","2018",27.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","SEWNRAP","le donne serie non vengono violentate","SOMAGR","abbastanza d'accordo","2018","2018",2.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMAGR","abbastanza d'accordo","2018","2018",0.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMAGR","abbastanza d'accordo","2018","2018",5.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMAGR","abbastanza d'accordo","2018","2018",11.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","SOMAGR","abbastanza d'accordo","2018","2018",8.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",23.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",24.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",10.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",5.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",15.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",13,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",32.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",16.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",25.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",5.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",4.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",11.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",12.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",30.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",20.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",25.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",8.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",4.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",13.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",12.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",31.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","STRODIS","per niente d'accordo","2018","2018",51.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","STRODIS","per niente d'accordo","2018","2018",28.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","SEWNRAP","le donne serie non vengono violentate","STRODIS","per niente d'accordo","2018","2018",81.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","STRODIS","per niente d'accordo","2018","2018",89.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","STRODIS","per niente d'accordo","2018","2018",66,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","STRODIS","per niente d'accordo","2018","2018",65.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","STRODIS","per niente d'accordo","2018","2018",43.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","STRODIS","per niente d'accordo","2018","2018",59.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","STRODIS","per niente d'accordo","2018","2018",33.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","SEWNRAP","le donne serie non vengono violentate","STRODIS","per niente d'accordo","2018","2018",88.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","STRODIS","per niente d'accordo","2018","2018",91.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","STRODIS","per niente d'accordo","2018","2018",78.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","STRODIS","per niente d'accordo","2018","2018",70.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","STRODIS","per niente d'accordo","2018","2018",56.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","STRODIS","per niente d'accordo","2018","2018",55.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","STRODIS","per niente d'accordo","2018","2018",30.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","SEWNRAP","le donne serie non vengono violentate","STRODIS","per niente d'accordo","2018","2018",84.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","STRODIS","per niente d'accordo","2018","2018",90.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","STRODIS","per niente d'accordo","2018","2018",72.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","STRODIS","per niente d'accordo","2018","2018",68.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","STRODIS","per niente d'accordo","2018","2018",49.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","NOANSW","non risponde","2018","2018",3.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","NOANSW","non risponde","2018","2018",4.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","SEWNRAP","le donne serie non vengono violentate","NOANSW","non risponde","2018","2018",3.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","NOANSW","non risponde","2018","2018",3.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","NOANSW","non risponde","2018","2018",10.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","NOANSW","non risponde","2018","2018",4.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","Y30-44","30-44 anni","OACVIF","spesso le accuse di violenza sessuale sono false","NOANSW","non risponde","2018","2018",10.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","Y30-44","30-44 anni","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","NOANSW","non risponde","2018","2018",2.3,,
