"ITTER107","Territorio","TIPO_DATO_VIOLENZA","Tipo dato","SEXISTAT1","Sesso","FREQUENZA2","Livello di diffusione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITDA","Trentino Alto Adige / Südtirol","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",2,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",2.4,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",2.1,,
"ITD2","Provincia Autonoma Trento","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",2.5,,
"ITD2","Provincia Autonoma Trento","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",2.6,,
"ITD2","Provincia Autonoma Trento","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",2.5,,
"ITD3","Veneto","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.6,,
"ITD3","Veneto","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",1.9,,
"ITD3","Veneto","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1.7,,
"ITD4","Friuli-Venezia Giulia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.9,,
"ITD4","Friuli-Venezia Giulia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",0.2,,
"ITD4","Friuli-Venezia Giulia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1,,
"ITD5","Emilia-Romagna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.5,,
"ITD5","Emilia-Romagna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",0.5,,
"ITD5","Emilia-Romagna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1,,
"ITE","Centro","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.9,,
"ITE","Centro","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",1.2,,
"ITE","Centro","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1.6,,
"ITE1","Toscana","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.4,,
"ITE1","Toscana","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",1.9,,
"ITE1","Toscana","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1.7,,
"ITE2","Umbria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",2.1,,
"ITE2","Umbria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",0.3,,
"ITE2","Umbria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1.2,,
"ITE3","Marche","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",2.5,,
"ITE3","Marche","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",1.9,,
"ITE3","Marche","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",2.2,,
"ITE4","Lazio","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",2,,
"ITE4","Lazio","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",0.8,,
"ITE4","Lazio","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1.4,,
"ITF","Sud","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.8,,
"ITF","Sud","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",2.6,,
"ITF","Sud","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",2.2,,
"ITF1","Abruzzo","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.9,,
"ITF1","Abruzzo","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",1.1,,
"ITF1","Abruzzo","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1.5,,
"ITF2","Molise","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",2.6,,
"ITF2","Molise","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",2.9,,
"ITF2","Molise","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",2.8,,
"ITF3","Campania","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.6,,
"ITF3","Campania","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",1.5,,
"ITF3","Campania","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1.6,,
"ITF4","Puglia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",2.3,,
"ITF4","Puglia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",2.3,,
"ITF4","Puglia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",2.3,,
"ITF5","Basilicata","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.9,,
"ITF5","Basilicata","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",1.9,,
"ITF5","Basilicata","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1.9,,
"ITF6","Calabria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1,,
"ITF6","Calabria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",7.7,,
"ITF6","Calabria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",4.4,,
"ITG","Isole","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.4,,
"ITG","Isole","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",1.8,,
"ITG","Isole","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1.6,,
"ITG1","Sicilia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",1.6,,
"ITG1","Sicilia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",2,,
"ITG1","Sicilia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",1.8,,
"ITG2","Sardegna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","NA","non indicato","2018","2018",0.9,,
"ITG2","Sardegna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","NA","non indicato","2018","2018",0.9,,
"ITG2","Sardegna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","NA","non indicato","2018","2018",0.9,,
"ITC","Nord-ovest","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITC","Nord-ovest","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITC","Nord-ovest","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITC1","Piemonte","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITC1","Piemonte","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITC1","Piemonte","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITC3","Liguria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITC3","Liguria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITC3","Liguria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITC4","Lombardia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITC4","Lombardia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITC4","Lombardia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITD","Nord-est","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITD","Nord-est","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITD","Nord-est","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITD2","Provincia Autonoma Trento","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITD2","Provincia Autonoma Trento","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITD2","Provincia Autonoma Trento","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITD3","Veneto","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITD3","Veneto","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITD3","Veneto","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITD4","Friuli-Venezia Giulia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITD4","Friuli-Venezia Giulia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
