"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","CONDIZIONE_DICH4","Stato occupazionale","DENUNCIA","Denuncia e motivo del ritiro","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NOREPORT","non denuncia","2013","2013",1302,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NOREPORT","non denuncia","2014","2014",939,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NOREPORT","non denuncia","2015","2015",782,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NOREPORT","non denuncia","2016","2016",753,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NOREPORT","non denuncia","2017","2017",667,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NOREPORT","non denuncia","2018","2018",745,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NOREPORT","non denuncia","2019","2019",642,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NOREPORT","non denuncia","2020","2020",1039,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NOREPORT","non denuncia","2021","2021",1154,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NOREPORT","non denuncia","2022","2022",787,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","REPORT","denuncia","2013","2013",331,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","REPORT","denuncia","2014","2014",181,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","REPORT","denuncia","2015","2015",123,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","REPORT","denuncia","2016","2016",170,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","REPORT","denuncia","2017","2017",146,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","REPORT","denuncia","2018","2018",153,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","REPORT","denuncia","2019","2019",142,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","REPORT","denuncia","2020","2020",218,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","REPORT","denuncia","2021","2021",247,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","REPORT","denuncia","2022","2022",123,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","WITHDR_COMP","ritira la denuncia","2013","2013",202,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","WITHDR_COMP","ritira la denuncia","2014","2014",40,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","WITHDR_COMP","ritira la denuncia","2015","2015",51,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","WITHDR_COMP","ritira la denuncia","2016","2016",48,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","WITHDR_COMP","ritira la denuncia","2017","2017",34,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","WITHDR_COMP","ritira la denuncia","2018","2018",34,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","WITHDR_COMP","ritira la denuncia","2019","2019",41,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","WITHDR_COMP","ritira la denuncia","2020","2020",46,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","WITHDR_COMP","ritira la denuncia","2021","2021",45,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","WITHDR_COMP","ritira la denuncia","2022","2022",32,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NRP","non risponde","2013","2013",20,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NRP","non risponde","2014","2014",11,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NRP","non risponde","2015","2015",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NRP","non risponde","2016","2016",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NRP","non risponde","2017","2017",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NRP","non risponde","2018","2018",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NRP","non risponde","2019","2019",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NRP","non risponde","2020","2020",19,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NRP","non risponde","2021","2021",16,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","NRP","non risponde","2022","2022",13,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","ALL","tutte le voci","2013","2013",1917,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","ALL","tutte le voci","2014","2014",1203,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","ALL","tutte le voci","2015","2015",998,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","ALL","tutte le voci","2016","2016",1012,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","ALL","tutte le voci","2017","2017",927,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","ALL","tutte le voci","2018","2018",1013,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","ALL","tutte le voci","2019","2019",862,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","ALL","tutte le voci","2020","2020",1631,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","ALL","tutte le voci","2021","2021",1663,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","RET","ritirato-a dal lavoro","ALL","tutte le voci","2022","2022",989,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NOREPORT","non denuncia","2013","2013",702,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NOREPORT","non denuncia","2014","2014",276,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NOREPORT","non denuncia","2015","2015",210,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NOREPORT","non denuncia","2016","2016",211,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NOREPORT","non denuncia","2017","2017",183,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NOREPORT","non denuncia","2018","2018",179,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NOREPORT","non denuncia","2019","2019",160,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NOREPORT","non denuncia","2020","2020",303,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NOREPORT","non denuncia","2021","2021",288,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NOREPORT","non denuncia","2022","2022",182,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NOREPORT","non denuncia","2013","2013",9203,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NOREPORT","non denuncia","2014","2014",7232,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NOREPORT","non denuncia","2015","2015",5710,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NOREPORT","non denuncia","2016","2016",5728,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NOREPORT","non denuncia","2017","2017",5535,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NOREPORT","non denuncia","2018","2018",6697,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NOREPORT","non denuncia","2019","2019",6081,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NOREPORT","non denuncia","2020","2020",8958,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NOREPORT","non denuncia","2021","2021",9907,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NOREPORT","non denuncia","2022","2022",8056,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NOREPORT","non denuncia","2013","2013",9963,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NOREPORT","non denuncia","2014","2014",7510,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NOREPORT","non denuncia","2015","2015",5920,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NOREPORT","non denuncia","2016","2016",5939,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NOREPORT","non denuncia","2017","2017",5718,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NOREPORT","non denuncia","2018","2018",6876,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NOREPORT","non denuncia","2019","2019",6241,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NOREPORT","non denuncia","2020","2020",9261,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NOREPORT","non denuncia","2021","2021",10195,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NOREPORT","non denuncia","2022","2022",8238,,
"IT","Italia","VICTIMS","vittime di violenza","NRP","non indicato","ALL","tutte le voci","NOREPORT","non denuncia","2013","2013",58,,
"IT","Italia","VICTIMS","vittime di violenza","NRP","non indicato","ALL","tutte le voci","NOREPORT","non denuncia","2014","2014",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","REPORT","denuncia","2013","2013",209,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","REPORT","denuncia","2014","2014",68,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","REPORT","denuncia","2015","2015",37,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","REPORT","denuncia","2016","2016",38,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","REPORT","denuncia","2017","2017",34,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","REPORT","denuncia","2018","2018",30,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","REPORT","denuncia","2019","2019",19,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","REPORT","denuncia","2020","2020",43,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","REPORT","denuncia","2021","2021",69,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","REPORT","denuncia","2022","2022",22,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","REPORT","denuncia","2013","2013",2430,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","REPORT","denuncia","2014","2014",1482,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","REPORT","denuncia","2015","2015",1098,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","REPORT","denuncia","2016","2016",1177,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","REPORT","denuncia","2017","2017",1150,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","REPORT","denuncia","2018","2018",1333,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","REPORT","denuncia","2019","2019",1291,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","REPORT","denuncia","2020","2020",1610,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","REPORT","denuncia","2021","2021",2115,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","REPORT","denuncia","2022","2022",1500,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","REPORT","denuncia","2013","2013",2653,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","REPORT","denuncia","2014","2014",1550,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","REPORT","denuncia","2015","2015",1135,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","REPORT","denuncia","2016","2016",1215,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","REPORT","denuncia","2017","2017",1184,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","REPORT","denuncia","2018","2018",1363,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","REPORT","denuncia","2019","2019",1310,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","REPORT","denuncia","2020","2020",1653,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","REPORT","denuncia","2021","2021",2184,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","REPORT","denuncia","2022","2022",1522,,
"IT","Italia","VICTIMS","vittime di violenza","NRP","non indicato","ALL","tutte le voci","REPORT","denuncia","2013","2013",14,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2013","2013",67,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2014","2014",6,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2015","2015",3,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2016","2016",11,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2017","2017",3,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2018","2018",4,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2019","2019",3,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2020","2020",9,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2021","2021",7,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2022","2022",1,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2013","2013",1142,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2014","2014",358,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2015","2015",293,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2016","2016",341,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2017","2017",256,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2018","2018",286,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2019","2019",279,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2020","2020",288,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2021","2021",376,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2022","2022",318,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2013","2013",1216,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2014","2014",364,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2015","2015",296,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2016","2016",352,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2017","2017",259,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2018","2018",290,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2019","2019",282,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2020","2020",297,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2021","2021",383,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2022","2022",319,,
"IT","Italia","VICTIMS","vittime di violenza","NRP","non indicato","ALL","tutte le voci","WITHDR_COMP","ritira la denuncia","2013","2013",7,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NRP","non risponde","2013","2013",19,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NRP","non risponde","2014","2014",5,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NRP","non risponde","2015","2015",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NRP","non risponde","2016","2016",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NRP","non risponde","2017","2017",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NRP","non risponde","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NRP","non risponde","2019","2019",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NRP","non risponde","2020","2020",4,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NRP","non risponde","2021","2021",5,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","tutte le voci","NRP","non risponde","2022","2022",2,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NRP","non risponde","2013","2013",176,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NRP","non risponde","2014","2014",84,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NRP","non risponde","2015","2015",47,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NRP","non risponde","2016","2016",39,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NRP","non risponde","2017","2017",45,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NRP","non risponde","2018","2018",35,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NRP","non risponde","2019","2019",27,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NRP","non risponde","2020","2020",121,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NRP","non risponde","2021","2021",221,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","tutte le voci","NRP","non risponde","2022","2022",206,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NRP","non risponde","2013","2013",196,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NRP","non risponde","2014","2014",89,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","NRP","non risponde","2015","2015",48,,
